RESULT TYPE	ID	ASPECT	LEMMA	FRAME	REFLEXVERB
RESULT_1	blu-v-započítat-započíst-započítávat-1	pf1	započítat 	ACT(1;obl) PAT(4;obl) DIR3(;obl)	no_reflexverb
RESULT_1	blu-v-započítat-započíst-započítávat-1	pf2	započíst	ACT(1;obl) PAT(4;obl) DIR3(;obl)	no_reflexverb
RESULT_1	blu-v-čerpat-2	impf	čerpat	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-soustředit-soustřeďovat-2	impf	soustřeďovat  	ACT(1;obl) PAT(4;obl) LOC(;obl)	no_reflexverb
RESULT_1	blu-v-soustředit-soustřeďovat-2	pf	soustředit	ACT(1;obl) PAT(4;obl) LOC(;obl)	no_reflexverb
RESULT_1	blu-v-lít-1	impf	lít	ACT(1;obl) PAT(4;obl) DIR(;typ)	no_reflexverb
RESULT_1	blu-v-splést-splétat-3	pf	splést (si)	ACT(1;obl) ADDR(s+7;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-prodloužit-prodlužovat-1	impf	prodlužovat  	ACT(1;obl) PAT(4;obl) ORIG(z+2;opt) EFF(na+4;opt) DIFF(o+4;opt) MEANS(7;typ) BEN(3;typ)	no_reflexverb
RESULT_1	blu-v-prodloužit-prodlužovat-1	pf	prodloužit	ACT(1;obl) PAT(4;obl) ORIG(z+2;opt) EFF(na+4;opt) DIFF(o+4;opt) MEANS(7;typ) BEN(3;typ)	no_reflexverb
RESULT_1_i	blu-v-tahat-5	impf	tahat	i ACT(1;obl) PAT(4;obl) ORIG(z+2;obl)	no_reflexverb
RESULT_1	blu-v-vysluhovat-2	impf	vysluhovat	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-sdělit-sdělovat-1	impf	sdělovat  	ACT(1;obl) ADDR(3;opt) PAT(4,aby,ať,zda,že,cont;obl) MANN(;typ) MEANS(7;typ)	no_reflexverb
RESULT_1	blu-v-sdělit-sdělovat-1	pf	sdělit	ACT(1;obl) ADDR(3;opt) PAT(4,aby,ať,zda,že,cont;obl) MANN(;typ) MEANS(7;typ)	no_reflexverb
RESULT_1	blu-v-utrácet-utratit-1	impf	utrácet 	ACT(1;obl) PAT(4;obl) RCMP(za+4;typ) MEANS(7;typ)	no_reflexverb
RESULT_1	blu-v-utrácet-utratit-1	pf	utratit	ACT(1;obl) PAT(4;obl) RCMP(za+4;typ) MEANS(7;typ)	no_reflexverb
RESULT_1_i	blu-v-zlámat-zlomit-3	pf1	zlomit	i ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-dodat-dodávat-5	impf	dodávat 	ACT(1;obl) PAT(4;obl) EFF(do+2,k+3,na+4;obl)	no_reflexverb
RESULT_1	blu-v-dodat-dodávat-5	pf	dodat	ACT(1;obl) PAT(4;obl) EFF(do+2,k+3,na+4;obl)	no_reflexverb
RESULT_1_i	blu-v-vyházet-vyhazovat-vyhodit-8	impf	vyhazovat 	i ACT(1;obl) PAT(4;obl) DPHR(do povětří,do vzduchu;obl)	no_reflexverb
RESULT_1_i	blu-v-vyházet-vyhazovat-vyhodit-8	pf1	vyhodit	i ACT(1;obl) PAT(4;obl) DPHR(do povětří,do vzduchu;obl)	no_reflexverb
RESULT_1	blu-v-cenit1-1	impf	cenit (si)	ACT(1;obl) PAT(4;obl) EFF(na+4;opt) EXT(;typ) MANN(;typ)	no_reflexverb
RESULT_1_i	blu-v-zanechat-zanechávat-7	impf	zanechávat 	i ACT(1,inf,že,cont;obl) ADDR(v+6;opt) PAT(4;obl)	no_reflexverb
RESULT_1_i	blu-v-zanechat-zanechávat-7	pf	zanechat	i ACT(1,inf,že,cont;obl) ADDR(v+6;opt) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-nakreslit-1	pf	nakreslit	ACT(1;obl) PAT(4;obl) MEANS(7;typ)	no_reflexverb
RESULT_1	blu-v-vytisknout-2	pf	vytisknout	ACT(1;obl) PAT(4;obl) DIR3(;obl)	no_reflexverb
RESULT_1	blu-v-omlouvat-omluvit-2	impf	omlouvat	ACT(1,že;obl) PAT(4;obl)	no_reflexverb
RESULT_1_i	blu-v-mít-22	impf	mít 	i ACT(1;obl) PAT(4,inf,že;obl) DPHR(v plánu;obl)	no_reflexverb
RESULT_1	blu-v-odnášet-odnést-2	impf	odnášet 	ACT(1;obl) ADDR(3;obl) PAT(4;obl) INTT(k+3,na+4,inf;opt) DIR(;typ)	no_reflexverb
RESULT_1	blu-v-odnášet-odnést-2	pf	odnést	ACT(1;obl) ADDR(3;obl) PAT(4;obl) INTT(k+3,na+4,inf;opt) DIR(;typ)	no_reflexverb
RESULT_1	blu-v-vítat-2	impf	vítat 	ACT(1;obl) PAT(4,aby,že,cont;obl) MANN(;typ)	no_reflexverb
RESULT_2	blu-v-odlišit-se-odlišovat-se-1	impf	odlišovat se 	ACT(1;obl) PAT(od+2;obl) REG(v+6;typ)	derived-decaus_theme blu-v-odlišit-odlišovat-1 impf: %Budovy se ničím neodlišovaly od tisíců dalších jim podobných, snad kromě toho, že z nějakého nepochopitelného důvodu neměly okna.% [SYN] ~ derived-autocaus_patient_PAT blu-v-odlišit-odlišovat-1 impf: %... mladí lidé se toužili odlišovat od generace svých rodičů a nejjednodušším řešením byly barvy% [SYN]
RESULT_2	blu-v-odlišit-se-odlišovat-se-1	pf	odlišit se	ACT(1;obl) PAT(od+2;obl) REG(v+6;typ)	derived-decaus_theme blu-v-odlišit-odlišovat-1 impf: %Budovy se ničím neodlišovaly od tisíců dalších jim podobných, snad kromě toho, že z nějakého nepochopitelného důvodu neměly okna.% [SYN] ~ derived-autocaus_patient_PAT blu-v-odlišit-odlišovat-1 impf: %... mladí lidé se toužili odlišovat od generace svých rodičů a nejjednodušším řešením byly barvy% [SYN]
RESULT_1	blu-v-měnit-4+5	impf	měnit  	ACT(1;obl) PAT(4;obl) EFF(za+4;obl) BEN(3,pro+4;typ)	no_reflexverb
RESULT_1	blu-v-prozkoumat-prozkoumávat-1	impf	prozkoumávat  	ACT(1;obl) PAT(4,zda,cont;obl)	no_reflexverb
RESULT_1	blu-v-prozkoumat-prozkoumávat-1	pf	prozkoumat	ACT(1;obl) PAT(4,zda,cont;obl)	no_reflexverb
RESULT_1_i	blu-v-zatahat-zatáhnout-zatahovat-7	pf1	zatáhnout	i ACT(1;obl) PAT(4;obl) SUBS(za+4;typ)	no_reflexverb
RESULT_1	blu-v-zveřejnit-zveřejňovat-3	impf	zveřejňovat  	ACT(1;obl) PAT(4;obl) BEN(3;typ)	no_reflexverb
RESULT_1	blu-v-zveřejnit-zveřejňovat-3	pf	zveřejnit	ACT(1;obl) PAT(4;obl) BEN(3;typ)	no_reflexverb
RESULT_1	blu-v-odkrýt-odkrývat-2	impf	odkrývat 	ACT(1;obl) PAT(4,zda,že,cont;obl) BEN(3;typ) LOC(;typ)	no_reflexverb
RESULT_1	blu-v-odkrýt-odkrývat-2	pf	odkrýt	ACT(1;obl) PAT(4,zda,že,cont;obl) BEN(3;typ) LOC(;typ)	no_reflexverb
RESULT_1	blu-v-zvolat-1	pf	zvolat	ACT(1;obl) ADDR(na+4;opt) PAT(4,aby,ať,zda,že,cont;obl)	no_reflexverb
RESULT_1	blu-v-žalovat-1	impf	žalovat 	ACT(1;obl) PAT(4;obl) EFF(o+4;opt) CAUS(kvůli+3,za+4,že;typ)	no_reflexverb
RESULT_1	blu-v-zahalit-zahalovat-1	impf	zahalovat 	ACT(1;obl) PAT(4;obl) DIR3(;typ) BEN(3;typ)	no_reflexverb
RESULT_1	blu-v-zahalit-zahalovat-1	pf	zahalit	ACT(1;obl) PAT(4;obl) DIR3(;typ) BEN(3;typ)	no_reflexverb
RESULT_1	blu-v-přelévat-přelít-1.1	impf	přelévat  	ACT(1;obl) PAT(4;obl) DIR2(;obl)	no_reflexverb
RESULT_1	blu-v-přelévat-přelít-1.1	pf	přelít	ACT(1;obl) PAT(4;obl) DIR2(;obl)	no_reflexverb
RESULT_1_i	blu-v-sledovat-4	impf	sledovat	i ACT(1;obl) PAT(4;obl) MEANS(7;typ)	no_reflexverb
RESULT_1	blu-v-třít-1	impf	třít	ACT(1;obl) PAT(4;obl) OBST(o+4;opt) BEN(3;typ) MEANS(7;typ)	no_reflexverb
RESULT_1	blu-v-ustálit-ustalovat-1	impf	ustalovat 	ACT(1;obl) PAT(4,že;obl) MEANS(7;typ)	no_reflexverb
RESULT_1	blu-v-ustálit-ustalovat-1	pf	ustálit	ACT(1;obl) PAT(4,že;obl) MEANS(7;typ)	no_reflexverb
RESULT_1_i	blu-v-balit-6	impf	balit	i ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-sestavit-sestavovat-2	impf	sestavovat  	ACT(1;obl) PAT(4;obl) EFF(do+2,v+4;obl)	no_reflexverb
RESULT_1	blu-v-sestavit-sestavovat-2	pf	sestavit	ACT(1;obl) PAT(4;obl) EFF(do+2,v+4;obl)	no_reflexverb
RESULT_2	blu-v-zamíchat-se-zamíchávat-se-1	impf	zamíchávat se  	ACT(1;obl) DIR3(;obl)	derived-autocaus_patient_PAT blu-v-zamíchat-zamíchávat-3
RESULT_2	blu-v-zamíchat-se-zamíchávat-se-1	pf	zamíchat se	ACT(1;obl) DIR3(;obl)	derived-autocaus_patient_PAT blu-v-zamíchat-zamíchávat-3
RESULT_1	blu-v-telefonovat-2	impf	telefonovat	ACT(1;obl) ADDR(3;obl) PAT(4,o+6,že,cont;obl)	no_reflexverb
RESULT_1	blu-v-šeptat-šeptnout-1+3	impf	šeptat 	ACT(1;obl) ADDR(3;opt) PAT(4,o+6,aby,ať,zda,že,cont;obl)	no_reflexverb
RESULT_1	blu-v-šeptat-šeptnout-1+3	pf	šeptnout 	ACT(1;obl) ADDR(3;opt) PAT(4,o+6,aby,ať,zda,že,cont;obl)	no_reflexverb
RESULT_1	blu-v-proměnit-proměňovat-4	impf	proměňovat 	ACT(1;obl) PAT(4;obl) EFF(za+4;obl) BEN(3,pro+4;typ)	no_reflexverb
RESULT_1	blu-v-proměnit-proměňovat-4	pf	proměnit	ACT(1;obl) PAT(4;obl) EFF(za+4;obl) BEN(3,pro+4;typ)	no_reflexverb
RESULT_1	blu-v-pozvat-1	pf	pozvat	ACT(1;obl) PAT(4;obl) AIM(k+3,na+4,aby,ať;typ) DIR3(;typ)	no_reflexverb
RESULT_1	blu-v-mapovat-1	impf	mapovat	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-provozovat-1	impf	provozovat	ACT(1;obl) PAT(4;obl) MANN(;typ) LOC(;typ)	no_reflexverb
RESULT_1	blu-v-mýlit-si-1	impf	mýlit si	ACT(1;obl) ADDR(s+7;obl) PAT(4;obl)	derived-nonspecific
RESULT_1	blu-v-odůvodnit-odůvodňovat-1	impf	odůvodňovat 	ACT(1;obl) ADDR(3;opt) PAT(4,zda,že,cont;obl) MEANS(7;typ)	no_reflexverb
RESULT_1	blu-v-odůvodnit-odůvodňovat-1	pf	odůvodnit	ACT(1;obl) ADDR(3;opt) PAT(4,zda,že,cont;obl) MEANS(7;typ)	no_reflexverb
RESULT_1	blu-v-očistit-očišťovat-očisťovat-3	impf	očišťovat	ACT(1;obl) PAT(4;obl) ORIG(od+2;opt) LOC(;typ)	no_reflexverb
RESULT_1	blu-v-očistit-očišťovat-očisťovat-3	impf	očisťovat 	ACT(1;obl) PAT(4;obl) ORIG(od+2;opt) LOC(;typ)	no_reflexverb
RESULT_1	blu-v-očistit-očišťovat-očisťovat-3	pf	očistit	ACT(1;obl) PAT(4;obl) ORIG(od+2;opt) LOC(;typ)	no_reflexverb
RESULT_1	blu-v-ctít-4	impf	ctít 	ACT(1;obl) ADDR(4;obl) PAT(7;obl)	no_reflexverb
RESULT_1	blu-v-rozvíjet-rozvinout-rozvinovat-1	impf1	rozvíjet  	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-rozvíjet-rozvinout-rozvinovat-1	impf2	rozvinovat 	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-rozvíjet-rozvinout-rozvinovat-1	pf	rozvinout	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-obklopit-obklopovat-1	impf	obklopovat 	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-obklopit-obklopovat-1	pf	obklopit	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-tahat-1	impf	tahat	ACT(1;obl) PAT(4;obl) LOC(;typ) MEANS(za+4;typ)	no_reflexverb
RESULT_2	blu-v-přichystat-se-1	pf	přichystat se	ACT(1;obl) AIM(k+3,na+4,inf,že;obl) BEN(3,pro+4;typ)	derived-autocaus_patient_PAT blu-v-přichystat-1
RESULT_1_i	blu-v-hasit-si-1	impf	hasit si 	i ACT(1;obl) PAT(4;obl) DIR(;typ) MANN(;typ)	derived-nonspecific
RESULT_1	blu-v-nastavit-nastavovat-4	pf	nastavit	ACT(1;obl) PAT(4;obl) EFF(do+2;opt) MANN(;typ)	no_reflexverb
RESULT_1	blu-v-válet-2	impf	válet	ACT(1;obl) PAT(4;obl) DIR(;typ)	no_reflexverb
RESULT_1	blu-v-dohánět-dohnat-dohonit-2	impf	dohánět  	ACT(1;obl) PAT(4;obl) DIR3(;obl) DIR(;typ)	no_reflexverb
RESULT_1	blu-v-dohánět-dohnat-dohonit-2	pf1	dohnat	ACT(1;obl) PAT(4;obl) DIR3(;obl) DIR(;typ)	no_reflexverb
RESULT_1	blu-v-vypátrat-3	pf	vypátrat	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1_i	blu-v-začínat-si-začít-si-1	impf	začínat si  	i ACT(1;obl) ADDR(s+7;obl) PAT(4;obl)	derived-nonspecific
RESULT_1_i	blu-v-začínat-si-začít-si-1	pf	začít si 	i ACT(1;obl) ADDR(s+7;obl) PAT(4;obl)	derived-nonspecific
RESULT_1	blu-v-potkat-potkávat-1	impf	potkávat  	ACT(1;obl) PAT(4;obl) LOC(;typ)	no_reflexverb
RESULT_1	blu-v-potkat-potkávat-1	pf	potkat	ACT(1;obl) PAT(4;obl) LOC(;typ)	no_reflexverb
RESULT_1	blu-v-pohřbít-pohřbívat-1	impf	pohřbívat  	ACT(1;obl) PAT(4;obl) DIR3(;typ) LOC(;typ)	no_reflexverb
RESULT_1	blu-v-pohřbít-pohřbívat-1	pf	pohřbít	ACT(1;obl) PAT(4;obl) DIR3(;typ) LOC(;typ)	no_reflexverb
RESULT_1	blu-v-otisknout-otiskovat-2	impf	otiskovat 	ACT(1;obl) PAT(4,že,cont;obl) LOC(;typ)	no_reflexverb
RESULT_1	blu-v-otisknout-otiskovat-2	pf	otisknout	ACT(1;obl) PAT(4,že,cont;obl) LOC(;typ)	no_reflexverb
RESULT_1	blu-v-ušetřit-1	pf	ušetřit	ACT(1;obl) PAT(4;obl) ORIG(z+2;opt) AIM(k+3,na+4,aby;typ) BEN(3,pro+4;typ)	no_reflexverb
RESULT_1	blu-v-provdat-1	pf	provdat	ACT(1;obl) PAT(4;obl) EFF(za+4;opt)	no_reflexverb
RESULT_1_i	blu-v-stíhat-stihnout-5	impf	stíhat	i ACT(1;obl) PAT(4;obl) DPHR(pohledy;obl)	no_reflexverb
RESULT_1	blu-v-propojit-propojovat-1	impf	propojovat 	ACT(1;obl) ADDR(s+7;obl) PAT(4;obl) EFF(do+2,v+4;opt)	no_reflexverb
RESULT_1	blu-v-propojit-propojovat-1	pf	propojit	ACT(1;obl) ADDR(s+7;obl) PAT(4;obl) EFF(do+2,v+4;opt)	no_reflexverb
RESULT_1	blu-v-bojovat-1	impf	bojovat	ACT(1;obl) ADDR(proti+3,s+7;obl) PAT(4;opt) EFF(o+4;opt)	no_reflexverb
RESULT_1	blu-v-zlobit-1	impf	zlobit 	ACT(1;obl) PAT(4;obl) MEANS(7;typ)	no_reflexverb
RESULT_1	blu-v-odkládat-odložit-4	impf	odkládat  	ACT(1;obl) PAT(4;obl) BEN(3;typ) LOC(;typ)	no_reflexverb
RESULT_1	blu-v-odkládat-odložit-4	pf	odložit	ACT(1;obl) PAT(4;obl) BEN(3;typ) LOC(;typ)	no_reflexverb
RESULT_1	blu-v-vážit-si-1	impf	vážit si	ACT(1;obl) PAT(2;obl)	derived-nonspecific
RESULT_1	blu-v-dusit-1	impf	dusit  	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_2	blu-v-přiblížit-se-přibližovat-se-1	impf	přibližovat se  	ACT(1;obl) DIR3(;obl) DIR(;typ) MEANS(7;typ)	derived-decaus_theme blu-v-přiblížit-přibližovat-1 impf: %auto se k němu nebezpečně přibližuje% [made-up] ~ derived-quasiconv_MEANS blu-v-přiblížit-přibližovat-1 impf: %... touto činností se duše přibližovala k Bohu% [SYN] ~ derived-autocaus_patient_PAT blu-v-přiblížit-přibližovat-1 impf: %K tomu domu se vůbec nepřibližuj, Kathy.% [SYN]
RESULT_2	blu-v-přiblížit-se-přibližovat-se-1	pf	přiblížit se	ACT(1;obl) DIR3(;obl) DIR(;typ) MEANS(7;typ)	derived-decaus_theme blu-v-přiblížit-přibližovat-1 impf: %auto se k němu nebezpečně přibližuje% [made-up] ~ derived-quasiconv_MEANS blu-v-přiblížit-přibližovat-1 impf: %... touto činností se duše přibližovala k Bohu% [SYN] ~ derived-autocaus_patient_PAT blu-v-přiblížit-přibližovat-1 impf: %K tomu domu se vůbec nepřibližuj, Kathy.% [SYN]
RESULT_1	blu-v-přitáhnout-přitahovat-2	impf	přitahovat 	ACT(1;obl) PAT(4;obl) MEANS(7;typ)	no_reflexverb
RESULT_1	blu-v-přitáhnout-přitahovat-2	pf	přitáhnout	ACT(1;obl) PAT(4;obl) MEANS(7;typ)	no_reflexverb
RESULT_1	blu-v-volat-3	impf	volat 	ACT(1;obl) PAT(4;obl) AIM(k+3,na+4,aby,ať;typ)	no_reflexverb
RESULT_1_i	blu-v-vyrazit-vyrážet-7	pf	vyrazit	i ACT(1;obl) PAT(4;obl) DIR1(;obl)	no_reflexverb
RESULT_2	blu-v-napravit-se-napravovat-se-1	impf	napravovat se 	ACT(1;obl) REG(v+6;typ) MEANS(7;typ)	derived-decaus_theme blu-v-napravit-napravovat-1 pf: %Pokud se ale vztahy nenapraví ani v dospělosti, může to skončit tragédií.% [SYN] ~ derived-quasiconv_MEANS blu-v-napravit-napravovat-1 pf: %Toto poškození se napraví jen úplnou výměnou opeření při příštím pelichání (přepeřování).% [SYN] ~ derived-autocaus_patient_PAT blu-v-napravit-napravovat-1 pf: %... člověk se nikdy nenapraví!% [SYN]
RESULT_2	blu-v-napravit-se-napravovat-se-1	pf	napravit se	ACT(1;obl) REG(v+6;typ) MEANS(7;typ)	derived-decaus_theme blu-v-napravit-napravovat-1 pf: %Pokud se ale vztahy nenapraví ani v dospělosti, může to skončit tragédií.% [SYN] ~ derived-quasiconv_MEANS blu-v-napravit-napravovat-1 pf: %Toto poškození se napraví jen úplnou výměnou opeření při příštím pelichání (přepeřování).% [SYN] ~ derived-autocaus_patient_PAT blu-v-napravit-napravovat-1 pf: %... člověk se nikdy nenapraví!% [SYN]
RESULT_1	blu-v-zaplnit-zaplňovat-1	impf	zaplňovat  	ACT(1;obl) PAT(4;obl) EFF(7;obl)	no_reflexverb
RESULT_1	blu-v-zaplnit-zaplňovat-1	pf	zaplnit	ACT(1;obl) PAT(4;obl) EFF(7;obl)	no_reflexverb
RESULT_1	blu-v-rovnat-3	impf	rovnat	ACT(1;obl) PAT(4;obl) BEN(3;typ)	no_reflexverb
RESULT_1	blu-v-dorazit-dorážet-2	impf	dorážet  	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-dorazit-dorážet-2	pf	dorazit	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-hlídat-1	impf	hlídat 	ACT(1;obl) PAT(4;obl) EFF(před+7,aby,ať,zda;opt)	no_reflexverb
RESULT_1_i	blu-v-nechat-nechávat-13	impf	nechávat 	i ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1_i	blu-v-nechat-nechávat-13	pf	nechat	i ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_2	blu-v-odtrhávat-se-odtrhovat-se-odtrhnout-se-1	impf1	odtrhávat se 	ACT(1;obl) DIR1(;obl) CAUS(7;typ)	derived-decaus_theme blu-v-odtrhávat-odtrhovat-odtrhnout-1 ~ derived-quasiconv_CAUS blu-v-odtrhávat-odtrhovat-odtrhnout-1 ~ derived-autocaus_patient_PAT blu-v-odtrhávat-odtrhovat-odtrhnout-1
RESULT_2	blu-v-odtrhávat-se-odtrhovat-se-odtrhnout-se-1	impf2	odtrhovat se  	ACT(1;obl) DIR1(;obl) CAUS(7;typ)	derived-decaus_theme blu-v-odtrhávat-odtrhovat-odtrhnout-1 ~ derived-quasiconv_CAUS blu-v-odtrhávat-odtrhovat-odtrhnout-1 ~ derived-autocaus_patient_PAT blu-v-odtrhávat-odtrhovat-odtrhnout-1
RESULT_2	blu-v-odtrhávat-se-odtrhovat-se-odtrhnout-se-1	pf	odtrhnout se	ACT(1;obl) DIR1(;obl) CAUS(7;typ)	derived-decaus_theme blu-v-odtrhávat-odtrhovat-odtrhnout-1 ~ derived-quasiconv_CAUS blu-v-odtrhávat-odtrhovat-odtrhnout-1 ~ derived-autocaus_patient_PAT blu-v-odtrhávat-odtrhovat-odtrhnout-1
RESULT_1	blu-v-převýšit-převyšovat-2	impf	převyšovat 	ACT(1;obl) PAT(4;obl) DIFF(o+4;opt)	no_reflexverb
RESULT_1	blu-v-převýšit-převyšovat-2	pf	převýšit	ACT(1;obl) PAT(4;obl) DIFF(o+4;opt)	no_reflexverb
RESULT_1	blu-v-zatěžovat-zatížit-1	impf	zatěžovat 	ACT(1;obl) PAT(4;obl) MEANS(7;typ)	no_reflexverb
RESULT_1	blu-v-zatěžovat-zatížit-1	pf	zatížit	ACT(1;obl) PAT(4;obl) MEANS(7;typ)	no_reflexverb
RESULT_1	blu-v-provokovat-1	impf	provokovat	ACT(1;obl) PAT(4;obl) EFF(k+3,inf,aby,ať,že;opt) MEANS(7;typ)	no_reflexverb
RESULT_1_i	blu-v-pokládat-položit-7	impf	pokládat  	i ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1_i	blu-v-pokládat-položit-7	pf	položit	i ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-plést-5	impf	plést	ACT(1;obl) PAT(4;obl) MEANS(7;typ)	no_reflexverb
RESULT_1	blu-v-rozmyslet-rozmyslit-rozmýšlet-1	impf	rozmýšlet (si) 	ACT(1;obl) PAT(4,inf,zda,že,cont;obl)	no_reflexverb
RESULT_1	blu-v-rozmyslet-rozmyslit-rozmýšlet-1	pf	rozmyslet (si)	ACT(1;obl) PAT(4,inf,zda,že,cont;obl)	no_reflexverb
RESULT_1	blu-v-rozmyslet-rozmyslit-rozmýšlet-1	pf	rozmyslit (si)	ACT(1;obl) PAT(4,inf,zda,že,cont;obl)	no_reflexverb
RESULT_1	blu-v-přerůst-přerůstat-2	impf	přerůstat 	ACT(1;obl) PAT(4;obl) DIFF(o+4;opt)	no_reflexverb
RESULT_1	blu-v-přerůst-přerůstat-2	pf	přerůst	ACT(1;obl) PAT(4;obl) DIFF(o+4;opt)	no_reflexverb
RESULT_1	blu-v-napájet-napojit1-napojovat1-1	impf1	napájet  	ACT(1;obl) PAT(4;obl) MEANS(7;typ)	no_reflexverb
RESULT_1	blu-v-napájet-napojit1-napojovat1-1	impf2	napojovat  	ACT(1;obl) PAT(4;obl) MEANS(7;typ)	no_reflexverb
RESULT_1	blu-v-napájet-napojit1-napojovat1-1	pf	napojit	ACT(1;obl) PAT(4;obl) MEANS(7;typ)	no_reflexverb
RESULT_1	blu-v-narovnat-narovnávat-3	impf	narovnávat  	ACT(1;obl) PAT(4;obl) EFF(do+2,na+4,v+4;opt) DIR3(;typ) LOC(;typ)	no_reflexverb
RESULT_1	blu-v-narovnat-narovnávat-3	pf	narovnat	ACT(1;obl) PAT(4;obl) EFF(do+2,na+4,v+4;opt) DIR3(;typ) LOC(;typ)	no_reflexverb
RESULT_1_i	blu-v-dotáhnout-dotahovat-3	impf	dotahovat 	i ACT(1;obl) PAT(4;obl) REG(;typ)	no_reflexverb
RESULT_1_i	blu-v-dotáhnout-dotahovat-3	pf	dotáhnout	i ACT(1;obl) PAT(4;obl) REG(;typ)	no_reflexverb
RESULT_1	blu-v-zatknout-zatýkat-2	impf	zatýkat  	ACT(1;obl) PAT(4;obl) LOC(;typ)	no_reflexverb
RESULT_1	blu-v-zatknout-zatýkat-2	pf	zatknout	ACT(1;obl) PAT(4;obl) LOC(;typ)	no_reflexverb
RESULT_1	blu-v-vracet-vrátit-4	impf	vracet  	ACT(1;obl) PAT(4;obl) DIR3(;obl) DIR(;typ)	no_reflexverb
RESULT_1	blu-v-vracet-vrátit-4	pf	vrátit 	ACT(1;obl) PAT(4;obl) DIR3(;obl) DIR(;typ)	no_reflexverb
RESULT_1_i	blu-v-postavit-5	pf	postavit	i ACT(1,že;obl) ADDR(proti+3;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-datovat-1	biasp	datovat	ACT(1;obl) PAT(4;obl) MEANS(7;typ)	no_reflexverb
RESULT_1	blu-v-prohloubit-prohlubovat-2	impf	prohlubovat 	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-prohloubit-prohlubovat-2	pf	prohloubit	ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-vytknout-vytýkat-2	impf	vytýkat 	ACT(1;obl) ADDR(3;obl) PAT(4,inf,aby,ať,že;obl) EFF(7,jako+4,za+4;opt)	no_reflexverb
RESULT_1	blu-v-vytknout-vytýkat-2	pf	vytknout  	ACT(1;obl) ADDR(3;obl) PAT(4,inf,aby,ať,že;obl) EFF(7,jako+4,za+4;opt)	no_reflexverb
RESULT_1_i	blu-v-valit-3	impf	valit	i ACT(1;obl) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-dýchat-dýchnout-dechnout-1	impf	dýchat	ACT(1;obl) PAT(4;opt) MANN(;typ)	no_reflexverb
RESULT_1	blu-v-vést-3	impf	vést	ACT(1;obl) PAT(4;obl) EFF(k+3;opt)	no_reflexverb
RESULT_1_i	blu-v-zasout-zasouvat-zasunout-zasunovat-2	impf2	zasouvat  	i ACT(1;obl) PAT(4;obl) EFF(7;opt)	no_reflexverb
RESULT_1_i	blu-v-zasout-zasouvat-zasunout-zasunovat-2	pf2	zasout	i ACT(1;obl) PAT(4;obl) EFF(7;opt)	no_reflexverb
RESULT_1	blu-v-najímat-najmout-1	impf	najímat  	ACT(1;obl) PAT(4;obl) ORIG(od+2;opt) RCMP(za+4;typ) BEN(3;typ) AIM(k+3,na+4;typ)	no_reflexverb
RESULT_1	blu-v-najímat-najmout-1	pf	najmout	ACT(1;obl) PAT(4;obl) ORIG(od+2;opt) RCMP(za+4;typ) BEN(3;typ) AIM(k+3,na+4;typ)	no_reflexverb
RESULT_1	blu-v-představit-představovat-1	impf	představovat  	ACT(1;obl) ADDR(3;opt) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-představit-představovat-1	pf	představit	ACT(1;obl) ADDR(3;opt) PAT(4;obl)	no_reflexverb
RESULT_1	blu-v-naplnit-naplňovat-3	impf	naplňovat  	ACT(1;obl) PAT(4;obl) MEANS(7;typ)	no_reflexverb
RESULT_1	blu-v-naplnit-naplňovat-3	pf	naplnit	ACT(1;obl) PAT(4;obl) MEANS(7;typ)	no_reflexverb
RESULT_1	blu-v-dožínat-dožít2-dožnout-1	impf	dožínat 	ACT(1;obl) PAT(4;obl) LOC(;typ)	no_reflexverb
